barcode,name,brand,package_size,category
7290008670937,"רקנאטי סירה 2022 750 מ""ל","יקבי רקנאטי בע\""מ",750 מיליליטר,Other
7290008690713,אושן ספריי חמוציות 1ליטר,מבשלות בירה בינלאומיות ב,1 ליטר,Drinks
7290008693134,דניאלה תות מוקצף5% 88גרם,"שטראוס בריאות בע""מ",88 גרם,Fruit
7290008713900,לחם שיפון עגול 750 גרם,מאפיית אנג\ל אורנים מא,750 גרם,Other
7290008745239,תפוציפס קראנצ טעם טבעי,"שטראוס פריטו ליי בע""מ",50 גרם,Snacks
7290008747547,תפוציפס קראנצ ט.טבעי200,"שטראוס פריטו ליי בע""מ",200 גרם,Snacks
7290008748384,שוקו.מריר70% 100 ספלנדיד,"שטראוס גרופ בע""מ",100 גרם,Drinks
7290008750677,שוקולד פרה ממולדה100ג,"שטראוס גרופ בע""מ",100 גרם,Snacks
7290008752244,תפוציפס קראנצ גריל 50ג,"שטראוס פריטו ליי בע""מ",50 גרם,Snacks
7290008753111,תפוציפס מקסיקני 50 גרם,"שטראוס פריטו ליי בע""מ",50 גרם,Snacks
7290008757034,"שוופס סודה חד פעמי250מ""ל",יפאורה תבורי בעמ,250 מיליליטר,Drinks
7290008757980,ספרינג קרטוניות רימונים,יפאורה תבורי בעמ,1 ליטר,Other
7290008775816,ערגליות שוקו 300 גרם,"אסם תעשיות מזון בע""מ",300 גרם,Drinks
7290008775823,ערגליות תות 300 גרם,"אסם תעשיות מזון בע""מ",300 גרם,Fruit
7290008801010,"קברנה מרלו P.C 750 מ""ל",אגודת הכורמים הקואופרטיב,750 מיליליטר,Other
7290008801522,"יין קונקורד 750מ""ל",אגודת הכורמים הקואופרטיב,750 מיליליטר,Drinks
7290008801546,"מוסקט קינג דיווד 750 מ""ל",אגודת הכורמים הקואופרטיב,750 מיליליטר,Other
7290008801843,קברנה סוביניון סלקטד750מ,,750 מיליליטר,Other
7290008801850,אמרלד ריזלינג סלקטד750מל,אגודת הכורמים הקואופרטיב,750 מיליליטר,Other
7290008802291,"מרלו P.C 750 מ""ל",אגודת הכורמים הקואופרטיב,750 מיליליטר,Other
7290008802529,"וינו לבן חצי יבש 750 מ""ל",יקבי כרמל,750 מיליליטר,Dairy
7290008802895,קברנה סוביניון.P.C 750מל,אגודת הכורמים הקואופרטיב,750 מיליליטר,Other
7290008803090,"מרלו סדרה אזורית 750 מ""ל",אגודת הכורמים הקואופרטיב,750 מיליליטר,Other
7290008804189,"קברנה סדרה אזורית 750מ""ל",אגודת הכורמים הקואופרטיב,750 מיליליטר,Other
7290008804332,"שיראז אדום יבש 750P.Cמ""ל",אגודת הכורמים הקואופרטיב,750 מיליליטר,Other
7290008805520,"קברנה מרלו סלקטד 750 מ""ל",,750 מיליליטר,Other
7290008805964,קברנה שיראז סדרה אזורית,יקבי כרמל,750 מיליליטר,Other
7290008806961,גל.קרמיסימו שוקוציפ1.33,"גלידת שטראוס בע""מ",1.33 ליטר,Frozen
7290008806985,נישנושים קרמיסימו 630ג,"גלידת שטראוס בע""מ",630 גרם,Frozen
7290008909853,קוקה קולה זירו בקבוק500מ,---,500 מיליליטר,Drinks
7290008975780,"בונזו גזע קטן 3 ק""ג",united pet food,3 קילוגרם,Other
7290008989473,ממרח חרובים ט.שוקולד350ג,,350 גרם,Sauces & Spreads
7290009137859,"משקה מצונן 350 מ""ל",,350 מיליליטר,Drinks
7290009150537,שוקולד שוויצרי 100 גרם,,1 יחידות,Snacks
7290009396867,מארז לחמניית ביס 8יח,"גידרון תעשיות בע""מ",1 יחידות,Other
7290009397550,חמישיית מאפין דבש גידרון,,200 גרם,Sauces & Spreads
7290009397642,5עוגות מאפין שוקולד200ג,סהרון,200 גרם,Snacks
7290009397697,מאפין שוקו ציפס5יח200ג,סהרון,200 גרם,Snacks
7290009398021,לחמניית ביס באגט,"גידרון תעשיות בע""מ",1 יחידות,Other
7290009398748,פס גבינה מעודן+אוכמנ650ג,סהרון,500 גרם,Dairy
7290009398786,5 פיתות אסליות 500 גרם,מאפיית שלמה א. אנגל,500 גרם,Fruit
7290009398847,לחמניית חלה מתוקה,"גידרון תעשיות בע""מ",1 יחידות,Other
7290009399288,פס גבינה אפוי 500 גרם,סהרון,500 גרם,Dairy
7290009399639,חלת שושנים,"גידרון תעשיות בע""מ",1 יחידות,Other
7290009399707,מארז 4יח לחמניה גידרול,"גידרון תעשיות בע""מ",1 יחידות,Other
7290009399868,לחמניית חלה קלה,"גידרון תעשיות בע""מ",1 יחידות,Other
7290009401790,פיתה קמח מלא מארז 5*100ג,מאפיית שלמה א. אנגל,500 גרם,Other
7290009401912,מארז פרצלס 3יח,"גידרון תעשיות בע""מ",1 יחידות,Other
7290009950106,"משקה אנרגיה מצונן 250מ""ל",,250 מיליליטר,Drinks
7290009950137,"בירה מצוננת 330 מ""ל",,330 מיליליטר,Drinks
7290009950168,"מים מצוננים 750 מ""ל",,750 מיליליטר,Drinks
7290009951325,מים מינרליים בק.אישי500מ,,500 מיליליטר,Drinks
7290009952292,מארז5יח חצי באגט רגיל,"גידרון תעשיות בע""מ",1 יחידות,Other
7290009952308,מארז 4יח לחמניית דגנים,"גידרון תעשיות בע""מ",1 יחידות,Other
7290009952339,מארז 8 לחמניות אצבע,"גידרון תעשיות בע""מ",1 יחידות,Other
7290009952346,מארז 4 לחמניית חלה,"גידרון תעשיות בע""מ",1 יחידות,Other
7290009952377,מארז 5יח לחמנית קשר,"גידרון תעשיות בע""מ",1 יחידות,Other
7290009952674,"משקה מצונן 330 מ""ל",,330 מיליליטר,Drinks
7290009952858,משקה מצונן 1 ליטר,,1 ליטר,Drinks
7290009952896,בירה מצוננת בקב.חוזר500מ,,500 מיליליטר,Drinks
7290009952995,מים מינרליים 1.5 ליטר,,1.5 ליטר,Drinks
7290009954999,"מים מצוננים 500 מ""ל",,500 מיליליטר,Drinks
7290009955002,מים מצוננים 1.5 ליטר,,1.5 ליטר,Drinks
7290009955019,משקה מצונן 1.5 ליטר,,1.5 ליטר,Drinks
7290009956221,מים מצוננים 2 ליטר,,2 ליטר,Drinks
7290009957556,3 סופגניות גדולות + ריבה,"גידרון תעשיות בע""מ",1 יחידות,Sauces & Spreads
7290009957792,מאפה לחמניית פרצל יחידה,אס.פי.דז.או.או.,1 יחידות,Other
7290010002023,כורכום הודי טחון 100 גרם,א.ל ייצור ושיווק תבלינים,100 גרם,Other
7290010002078,פלפל שחור טחון 100 גרם,א.ל ייצור ושיווק תבלינים,100 גרם,Vegetables
7290010002092,פלפל שחור גרוס דק 90 גרם,א.ל ייצור ושיווק תבלינים,90 גרם,Vegetables
7290010002108,פלפל שחור גרוס גס 90 גרם,א.ל ייצור ושיווק תבלינים,90 גרם,Vegetables
7290010002122,פפריקה הונגרית מתוקה100ג,א.ל ייצור ושיווק תבלינים,100 גרם,Other
7290010002139,פפריקה הונגרית חריפה100ג,א.ל ייצור ושיווק תבלינים,100 גרם,Other
7290010002146,פפריקה מרוקאית מתוקה100ג,א.ל ייצור ושיווק תבלינים,100 גרם,Other
7290010002153,פפריקה מרוקאית חריפה100ג,א.ל ייצור ושיווק תבלינים,100 גרם,Other
7290010002214,צילי מקסיקני גרוס 70גרם,א.ל ייצור ושיווק תבלינים,70 גרם,Other
7290010002283,תבלין על האש 100 גרם,א.ל ייצור ושיווק תבלינים,100 גרם,Sauces & Spreads
7290010002320,תבלין גריל עוף 100 גרם,א.ל ייצור ושיווק תבלינים,100 גרם,Sauces & Spreads
7290010002368,תערובת חוויאג למרק100גר,א.ל ייצור ושיווק תבלינים,100 גרם,Prepared
7290010003709,פלפל שחור טחון בשקית50ג,,50 גרם,Vegetables
7290010003754,כמון טחון בשקית 50 גרם,,50 גרם,Other
7290010023141,חליטת לימונענע 25ש*2.2גר,ויסוצקי,55 גרם,Other
7290010032303,דבש פרחי הדר 500ג צוקרמן,,500 גרם,Sauces & Spreads
7290010032310,דבש פרחי בר 500 גרם,,500 גרם,Sauces & Spreads
7290010032426,"דבש אקליפטוס 1 ק""ג",,1 קילוגרם,Sauces & Spreads
7290010065332,"מחית תפו""ע בננה190פרינוק",פרוטה פודיווין איי.אס,190 גרם,Fruit
7290010065349,מחית סלט פירות190 פרינוק,פרוטה פודיווין איי.אס,190 גרם,Prepared
7290010066513,טונה בשמן צמחי פילטונה4,תעשיות פילטונה,632 גרם,Meat & Fish
7290010066575,טונה במי מלח פילטונה4,תעשיות פילטונה,632 גרם,Meat & Fish
7290010066582,טונה בשמן קנולה פילטונה4,תעשיות פילטונה,632 גרם,Meat & Fish
7290010116348,מיקס מיני חטיפי עלית390ג,"שטראוס גרופ בע""מ",390 גרם,Other
7290010116355,מארז מיני פסק זמן400ג,"שטראוס גרופ בע""מ",400 גרם,Other
7290010116980,שוקולית בשקית850ג עלית,שטראוס קפה בי.וי.,850 גרם,Drinks
7290010124503,שומן כבש - קפוא,"בלדי בע\""מ",200 גרם,Frozen
7290010153503,שעועית ענק 400 גרם,מיה תעשיות מזון מ.ת.מ. ב,400 גרם,Other
7290010153534,קמח תירס 400 גרם מיה,מיה,400 גרם,Vegetables
7290010154005,סחוג תימני 250 גרם,נטו,250 גרם,Other
7290010154012,לימון בלאדי 250 גרם,נטו,250 גרם,Fruit
7290010154050,ממרח שיפקה כבוש חריף 250,תבליני ביטון יוחאי,250 גרם,Sauces & Spreads
7290010154241,סלט חזרת 250 גרם,נטו,250 גרם,Prepared
7290010154265,פלפל צומה ביטון 250 גרם,נטו,250 גרם,Vegetables
7290010154678,אריסה מרוקאית 250 גרם,---,250 גרם,Other
7290010154685,סלט שום כתוש 250 גרם,---,250 גרם,Prepared
7290010192052,סלרי עלים (ק),קטיף.,1 יחידות,Other
7290010192069,סלרי ראש -שורש ועלים (ק),קטיף.,1 יחידות,Other
7290010192144,סלרי עלים חתוך (ק),קטיף.,1 יחידות,Other
7290010237531,"פפסי בקבוק 500 מ""ל",,500 מיליליטר,Other
7290010237548,"פפסי זירו בקבוק 500 מ""ל",,500 מיליליטר,Other
7290010237586,"סבן אפ זירו בקבוק500מ""ל",,500 מיליליטר,Other
7290010237784,"מכבי שנדי ליים 6*330 מ""ל","טמפו משקאות בע\""מ",1.98 ליטר,Other
7290010237890,בירה הייניקן בק.חוזר500מ,"טמפו משקאות בע""מ",500 מיליליטר,Drinks
7290010259359,אטריות ביצים רחבות 200 ג,,200 גרם,Other
7290010259823,מנת השף נודלס בטעם עוף70,,70 גרם,Meat & Fish
7290010259830,מנת השף נודלס טעם סיני70,,70 גרם,Other
7290010259847,מנת השף נודלס טעם תירס70,,70 גרם,Vegetables
7290010259854,מנת השף נודלס פטריות70ג,נאמצו,70 גרם,Vegetables
7290010259861,מנת השף נודלס ירקות70ג,נאמצו,70 גרם,Vegetables
7290010259977,שמן קנולה מזוכך ויליפוד,בונגי פולין אס.פי.זד.או,1 ליטר,Sauces & Spreads
7290010259991,צנימים 250 גרם,,250 גרם,Other
7290010328505,"מיני חלוה ללת""ס15יח*10גר","אחדות בע""מ א.ת. ברקן",150 גרם,Other
7290010328819,"ממרח טחינה שוק.ללת""ס400ג","אחדות ביח""ר לטחינה",400 גרם,Sauces & Spreads
7290010471669,דנונה בר תות קורנפ.175גר,"שטראוס בריאות בע""מ",175 גרם,Fruit
7290010472307,גמדים לשתיה תות בננ8*100,"שטראוס בריאות בע""מ",800 מיליליטר,Fruit
7290010472390,דני שוקולד 8*125גרם,"שטראוס בריאות בע""מ",1 קילוגרם,Snacks
7290010548019,רוטב אסייתי למוקפץ 160ג,דורות,160 גרם,Sauces & Spreads
7290010548514,דורות עשבי תיבול איטלק70,דורות,70 גרם,Other
7290010582686,ליצי ארוז (ק),מור פירות השרון,1 יחידות,Fruit
7290010609079,טרופיקש משקה ענבים10*200,,2 ליטר,Drinks
7290010632787,צימרוני אוזניים מעץ300יח,L.Y.Q.TRADI,1 יחידות,Other
7290010650002,פטריות יער מארז,חוות פטריות תקוע בעמ,170 גרם,Vegetables
7290010650033,מארז בצלי שאלוט,גורמה,1 יחידות,Vegetables
7290010650040,פטריות שיטאקי מארז,חוות פטריות תקוע,100 גרם,Vegetables
7290010650293,בצלצלי שאלוט מקולפים,חוות פטריות תקוע,250 גרם,Vegetables
7290010650576,פטריות שינוקי מארז,חוות פטריות תקוע,150 גרם,Vegetables
7290010650767,אנדיב אדום,חוות פטריות תקוע,1 יחידות,Vegetables
7290010650828,פטריות שימאגי לבנות,שנגחאי פינק פוד קומפני,150 גרם,Vegetables
7290010650958,פטריות בייבי מלך היער,חוות פטריות תקוע,200 גרם,Vegetables
7290010650996,פטריות שימאגי חומות,שנגחאי פינק פוד קומפני,150 גרם,Vegetables
7290010748860,ק.ידיים אפקטיב קר יבש150,פישר מעבדות פרמצבטיות בע,150 מיליליטר,Other
7290010748884,ק.גוף אפקטיב קר יבש 700מ,פישר מעבדות פרמצבטיות בע,700 מיליליטר,Other
7290010777099,פיתות מרקם מיוחד8 אקספרס,פיתה אקספרס,800 גרם,Prepared
7290010777297,12 פיתות ביס 600ג אקספרס,פיתה אקספרס,600 גרם,Fruit
7290010777358,פיתה100% כוסמין 8*50 גרם,פיתה אקספרס,400 גרם,Other
7290010777488,10פיתות מחמצת300ג אקספרס,פיתה אקספרס,300 גרם,Fruit
7290010777525,פיתות כוסמין6*50ג אקספרס,פיתה אקספרס,300 גרם,Fruit
7290010838219,ממתיק סטיביה 100שק,"שוגארט בע""מ",100 גרם,Other
7290010839865,רוטב רימונים 320 גרם,ראסאגרה גידה דיס טיקראט,320 גרם,Sauces & Spreads
7290010945306,חלב 3% בקרטון 2 ליטר,---,2 ליטר,Dairy
7290010945481,גבינה לבנה 5% שומן 500 ג,---,500 גרם,Dairy
7290010970018,תמרים מרוסקים 500 גרם,,500 גרם,Other
7290010970100,שמן שומשום כבישה קרה250מ,"ג.מ טעם הארץ בע""מ",250 מיליליטר,Sauces & Spreads
7290010970254,"חומץ יין לבן 500 מ""ל","ג.מ טעם הארץ בע""מ",500 מיליליטר,Sauces & Spreads
7290010970759,"סירופ מלבי 250 מ""ל","ג.מ טעם הארץ בע""מ",250 מיליליטר,Other
7290010970766,"מי ורדים 250 מ""ל","ג.מ טעם הארץ בע""מ",250 מיליליטר,Other
7290011015862,סירופ דיאט לימונענע750מל,---,750 מיליליטר,Other
7290011015985,"סירופ דיאט אננס 750 מ""ל",גבעת חיים,750 מיליליטר,Fruit
7290011017866,"פחית קוקה קולה 330 מ""ל",---,330 מיליליטר,Drinks
7290011017873,פחית קוקה קולה זירו330מל,---,330 מיליליטר,Drinks
